Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"40520-1","Creator","Postcard",2022,"Beijing Postcard",,280,13.49,14.99,,14.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"40521-1","Disney","Disney Parks",2022,"Mini Disney The Haunted Mansion",1,680,34.99,39.99,54.99,39.99,5702017241159,,,,,,"",0,0,0,,0,0,,,,,,,,,54.8100,39.9900,"",""
"40522-1","Seasonal","Valentine's Day",2022,"Valentine Lovebirds",,298,11.99,12.99,,12.99,5702017166216,,14.1,12.2,9.1,0.236,"",0,0,0,,0,0,,,,,,,,,19.3200,20.0000,"01/01/2022","31/12/2023"
"40523-1","Seasonal","Easter",2022,"Easter Rabbits Display",,288,11.99,12.99,,12.99,5702017166223,,14.1,12.2,9.1,0.241,"",0,0,0,,0,0,,,,,,,,,18.0600,5.9900,"01/02/2022","31/12/2023"
"40524-1","Creator","Botanical",2022,"Sunflowers",,191,11.99,12.99,16.99,12.99,5702017165646,,19.1,14.1,4.6,0.137,"",0,0,0,,0,0,,,,,,,,,19.8300,13.0300,"01/01/2022","31/12/2024"
"40525-1","Marvel Super Heroes","Avengers: Endgame",2022,"Endgame Battle",5,62,13.49,14.99,18.99,14.99,,673419358934,25,15,3.2,,"",0,0,0,,0,0,,,,,,,,,21.5500,,"01/04/2022","31/12/2022"
"40526-1","City","General",2022,"Electric Scooters & Charging Dock",3,50,11.99,12.99,16.99,12.99,,673419365321,25.1,15,3,0.075,"",0,0,0,,0,0,,,,,,,,,24.6600,,"01/06/2022","31/12/2022"
"40527-1","Seasonal","Easter",2022,"Easter Chicks",,318,,,,,5702017166407,,14,12.2,9,0.213,"",0,0,0,,0,0,,,,,,,,,9.6400,,"25/03/2022","31/12/2022"
"40528-1","Promotional","LEGO brand store opening set",2022,"LEGO Brand Retail Store",,401,,,,,,,26.2,14.1,9.1,,"",0,0,0,,0,0,,,,,,,,,43.7500,,"01/01/2022","31/12/2024"
"40529-1","Promotional","Gift with Purchase",2022,"Children's Amusement Park",2,170,,,,,5702017166421,,18.9,13.9,4.5,0.217,"",0,0,0,,0,0,,,,,,,,,12.5300,,"15/04/2022","31/12/2022"
"40530-1","Promotional","Gift with Purchase",2022,"Jane Goodall Tribute",1,275,,,,,5702017164045,,26,14,6,0.32,"",0,0,0,,0,0,,,,,,,,,23.1000,13.6900,"03/03/2022","31/12/2022"
"40531-1","Star Wars","Promotional",2022,"Lars Family Homestead Kitchen",1,195,,,,,,,26.2,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,39.6700,33.4500,"01/05/2022","31/12/2022"
"40532-1","Icons","Modular Buildings Collection",2022,"Vintage Taxi",1,163,,,,,5702017164069,,19,14,4.6,0.192,"",0,0,0,,0,0,,,,,,,,,29.2600,21.5200,"28/01/2022","31/12/2022"
"40533-1","Ideas","Promotional",2022,"Cosmic Cardboard Adventures",1,203,,,,,5702017166872,,26.2,14.1,4.8,0.256,"",0,0,0,,0,0,,,,,,,,,24.8400,15.7900,"16/05/2022","31/12/2022"
"40534-1","Promotional","LEGO House",2022,"LEGO House Chef",,8,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"40535-1","Brick Sketches","Marvel Super Heroes",2022,"Iron Man",,200,14.99,16.99,19.99,16.99,5702017166889,,14.1,19.1,7.1,,"",0,0,0,,0,0,,,,,,,,,23.6500,,"01/04/2022","31/12/2022"
"40536-1","Brick Sketches","Marvel Super Heroes",2022,"Miles Morales",,214,14.99,16.99,19.99,16.99,5702017166896,,14.1,19.1,7.1,,"",0,0,0,,0,0,,,,,,,,,23.4400,,"01/04/2022","31/12/2022"
"40539-1","BrickHeadz","Star Wars",2022,"Ahsoka Tano",,164,9.99,9.99,12.99,9.99,5702017166902,,9.1,12.2,7.8,,"",0,0,0,,0,0,,,,,,,,,15.4800,11.4500,"01/01/2022","31/12/2023"
"40540-1","BrickHeadz","Seasonal",2022,"Lion Dance Guy",,239,9.99,9.99,12.99,9.99,5702017166919,,14.1,12.2,6.1,0.192,"",0,0,0,,0,0,,,,,,,,,12.7700,10.0500,"01/01/2022","31/12/2023"
"40541-1","BrickHeadz","Go Brick Me",2022,"Manchester United Go Brick Me",,530,17.99,19.99,24.99,19.99,5702017166926,,26.2,19.1,7.2,,"",0,0,0,,0,0,,,,,,,,,25.3300,,"01/08/2022","31/12/2023"
"40542-1","BrickHeadz","Go Brick Me",2022,"FC Barcelona Go Brick Me",,530,17.99,19.99,24.99,19.99,5702017241760,,26.2,19.1,7.2,,"",0,0,0,,0,0,,,,,,,,,25.3300,,"01/08/2022","31/12/2023"
"40543-1","BrickHeadz","Pets",2022,"St. Bernard",,236,13.49,14.99,19.99,14.99,5702017166933,,15.7,14.1,7.1,0.237,"",0,0,0,,0,0,,,,,,,,,23.2200,15.2200,"01/01/2022","31/12/2022"
"40544-1","BrickHeadz","Pets",2022,"French Bulldog",,237,13.49,14.99,19.99,14.99,5702017166940,,15.7,14.1,7.1,0.238,"",0,0,0,,0,0,,,,,,,,,24.2500,8.9700,"01/01/2022","31/12/2022"
"40545-1","BrickHeadz","Pets",2022,"Koi Fish",,203,13.49,14.99,19.99,14.99,5702017241777,,15.7,14,7,0.206,"",0,0,0,,0,0,,,,,,,,,16.6100,,"01/08/2022","31/12/2022"
"40546-1","BrickHeadz","Pets",2022,"Poodles",,304,13.49,14.99,19.99,14.99,5702017241784,,15.7,14,7,0.259,"",0,0,0,,0,0,,,,,,,,,15.3500,,"01/08/2022","31/12/2022"
"40547-1","BrickHeadz","Star Wars",2022,"Obi-Wan Kenobi & Darth Vader",,260,17.99,19.99,24.99,19.99,5702017241791,,19.1,14.1,7.1,,"",0,0,0,,0,0,,,,,,,,,23.3300,,"25/05/2022","31/12/2024"
"40548-1","BrickHeadz","Miscellaneous",2022,"Spice Girls Tribute",,578,44.99,49.99,64.99,49.99,5702017166957,,35.4,19.1,7,,"",0,0,0,,0,0,,,,,,,,,61.6300,,"01/03/2022","31/12/2022"
"40549-1","BrickHeadz","Stranger Things",2022,"Demogorgon & Eleven",,192,17.99,19.99,24.99,19.99,5702017166964,,19.1,14.1,7.1,,"",0,0,0,,0,0,,,,,,,,,24.0700,15.4000,"01/02/2022","31/12/2022"
"40550-1","BrickHeadz","Disney",2022,"Chip & Dale",,226,17.99,19.99,24.99,19.99,5702017166971,,19.1,14.1,7.1,,"",0,0,0,,0,0,,,,,,,,,25.1200,,"01/03/2022","31/12/2023"
"40552-1","BrickHeadz","Disney",2022,"Buzz Lightyear",,114,9.99,9.99,12.99,9.99,5702017166995,,9.1,12.2,7.8,,"",0,0,0,,0,0,,,,,,,,,14.7300,,"01/02/2022","31/12/2022"
"40553-1","BrickHeadz","Disney",2022,"Woody and Bo Peep",,296,17.99,19.99,24.99,19.99,5702017167008,,19.1,14.1,9.1,,"",0,0,0,,0,0,,,,,,,,,25.0000,,"01/02/2022","31/12/2023"
"40554-1","BrickHeadz","Avatar",2022,"Jake Sully & his Avatar",,246,17.99,19.99,24.99,19.99,5702017241807,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"40556-1","Promotional","LEGOLAND",2022,"Mythica",,510,,,,,,,35.4,19.1,7,,"",0,0,0,,0,0,,,,,,,,,44.1000,,"01/06/2022","31/12/2024"
"40557-1","Star Wars","Episode V",2022,"Defence of Hoth",3,64,13.49,14.99,18.99,14.99,,673419364867,25,15,3.2,,"",0,0,0,,0,0,,,,,,,,,21.2500,11.3700,"01/01/2022","31/12/2022"
"40558-1","Star Wars","Episode II",2022,"Clone Trooper Command Station",3,66,13.49,14.99,18.99,14.99,,673419359955,25,15,3.2,,"",0,0,0,,0,0,,,,,,,,,23.6900,16.2900,"01/01/2022","31/12/2022"
"40559-1","BrickHeadz","Looney Tunes",2022,"Road Runner & Wile E. Coyote",,205,17.99,19.99,24.99,19.99,5702017174594,,19.1,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,23.3600,,"01/02/2022","31/12/2022"
"40560-1","BrickHeadz","Wizarding World",2022,"Professors of Hogwarts",,601,39.99,39.99,49.99,39.99,5702017241616,,35.4,19.1,7,,"",0,0,0,,0,0,,,,,,,,,44.3400,,"01/06/2022","31/12/2023"
"40561-1","Dots","",2022,"Pencil Holder",,476,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,15.2900,,"",""
"40567-1","Icons","Castle System",2022,"Forest Hideout",2,258,,,,,5702017241876,,26,14,6,0.315,"",0,0,0,,0,0,,,,,,,,,39.3400,28.8000,"15/06/2022","31/12/2022"
"40568-1","Creator","Postcard",2022,"Paris Postcard",,213,13.49,14.99,18.99,14.99,5702017241883,,19.1,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,24.2100,,"01/08/2022","31/12/2024"
"40569-1","Creator","Postcard",2022,"London Postcard",,277,13.49,14.99,18.99,14.99,5702017241890,,19.1,14.1,7.1,,"",0,0,0,,0,0,,,,,,,,,16.6400,,"01/08/2022","31/12/2024"
"40570-1","Seasonal","Halloween",2022,"Halloween Cat and Mouse",,328,11.99,12.99,16.99,12.99,5702017241906,,15.7,14,7,0.241,"",0,0,0,,0,0,,,,,,,,,18.2000,,"01/08/2022","31/12/2023"
"40571-1","Seasonal","Christmas",2022,"Wintertime Polar Bears",,312,11.99,12.99,,12.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"40572-1","Seasonal","Christmas",2022,"Penguin & Snowflake",,139,8.99,9.99,,9.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"40573-1","Seasonal","Christmas",2022,"Christmas Tree",,784,34.99,44.99,,44.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,54.2100,,"",""
"40574-1","Promotional","LEGO brand stores",2022,"LEGO Brand Store",2,541,30.99,36.99,49.99,36.99,5702017241944,,26,19,9,0.669,"",0,0,0,,0,0,,,,,,,,,46.9700,,"01/08/2022","31/12/2025"
"40577-1","Harry Potter","Promotional",2022,"Hogwarts: Grand Staircase",1,224,,,,,,,19.1,26.2,6.1,,"",0,0,0,,0,0,,,,,,,,,47.2600,,"15/07/2022","31/12/2022"
"40578-1","City","",2022,"Sandwich Shop",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"40654-1","Creator","Postcard",2022,"Beijing Postcard",,274,13.49,14.99,18.99,14.99,5702017367545,,19.1,14.1,7.1,,"",0,0,0,,0,0,,,,,,,,,18.4200,,"01/07/2022","31/12/2024"
"41694-1","Friends","",2022,"Pet Clinic Ambulance",2,54,8.99,9.99,13.99,9.99,5702017115153,,14.1,12.2,4.6,,"",0,0,0,,0,0,,,,,,,,,6.8400,,"01/03/2022","31/12/2022"
"41695-1","Friends","",2022,"Pet Clinic",2,111,17.99,19.99,24.99,19.99,5702017115160,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,14.9700,,"01/01/2022","31/12/2022"
"41696-1","Friends","",2022,"Pony-Washing Stable",2,60,8.99,9.99,13.99,9.99,5702017152707,,15.7,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,7.2500,,"01/06/2022","31/12/2023"
"41697-1","Friends","",2022,"Turtle Protection Vehicle",2,90,8.99,9.99,13.99,9.99,5702017152714,,14.1,12.2,6.1,,"",0,0,0,,0,0,,,,,,,,,6.6100,,"01/01/2022","31/12/2023"
"41698-1","Friends","",2022,"Pet Playground",2,210,17.99,19.99,24.99,19.99,5702017152721,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,14.7800,,"01/03/2022","31/12/2022"
"41699-1","Friends","",2022,"Pet Adoption Café",2,292,24.99,29.99,39.99,29.99,5702017152738,,35.4,19.1,7,,"",0,0,0,,0,0,,,,,,,,,21.3800,,"01/03/2022","31/12/2023"
"41700-1","Friends","",2022,"Beach Glamping",3,380,34.99,39.99,49.99,39.99,5702017117379,,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,42.8200,,"01/01/2022","31/12/2022"
"41701-1","Friends","",2022,"Street Food Market",3,592,44.99,49.99,64.99,49.99,5702017117386,,48,28.2,6.1,,"",0,0,0,,0,0,,,,,,,,,39.3600,,"01/01/2022","31/12/2022"
"41702-1","Friends","",2022,"Canal Houseboat",4,737,64.99,79.99,99.99,74.99,5702017117393,,54,28.2,7.9,,"",0,0,0,,0,0,,,,,,,,,57.0600,,"01/01/2022","31/12/2022"
"41703-1","Friends","",2022,"Friendship Tree House",4,1114,69.99,79.99,99.99,79.99,5702017152745,,48,37.8,7.1,,"",0,0,0,,0,0,,,,,,,,,66.0500,55.7500,"01/01/2022","31/12/2023"
"41704-1","Friends","",2022,"Main Street Building",8,1682,139.99,159.99,199.99,159.99,5702017152752,,58.2,37.8,8.7,,"",0,0,0,,0,0,,,,,,,,,128.4300,,"01/01/2022","31/12/2023"
"41705-1","Friends","",2022,"Heartlake City Pizzeria",2,144,12.99,14.99,19.99,14.99,5702017152769,,26.2,14.1,7.2,,"",0,0,0,,0,0,,,,,,,,,10.9300,,"01/06/2022","31/12/2023"
"41706-1","Friends","Seasonal",2022,"Friends Advent Calendar",,312,21.99,34.99,44.99,24.99,5702017155074,,,,,,"",0,0,0,,0,0,,,,,,,,,20.4800,,"",""
"41707-1","Friends","",2022,"Tree-Planting Vehicle",2,336,24.99,29.99,39.99,29.99,5702017155081,,35.4,19.1,7,,"",0,0,0,,0,0,,,,,,,,,22.4800,,"01/01/2022","31/12/2023"
"41708-1","Friends","",2022,"Roller Disco Arcade",3,642,54.99,59.99,74.99,59.99,5702017155098,,48,28.2,6.1,,"",0,0,0,,0,0,,,,,,,,,43.1500,,"01/06/2022","31/12/2023"
"41709-1","Friends","",2022,"Vacation Beach House",4,686,59.99,79.99,99.99,69.99,5702017155104,,54,28.2,7.9,,"",0,0,0,,0,0,,,,,,,,,49.3000,,"01/03/2022","31/12/2022"
"41710-1","Friends","",2022,"Surfer Beach Fun",3,288,24.99,39.99,49.99,29.99,5702017155111,,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,20.1900,,"01/06/2022","31/12/2022"
"41711-1","Friends","",2022,"Emma's Art School",3,844,59.99,69.99,89.99,69.99,5702017155128,,48,28.2,6.1,,"",0,0,0,,0,0,,,,,,,,,53.4500,,"01/06/2022","31/12/2023"
"41712-1","Friends","",2022,"Recycling Truck",2,259,17.99,19.99,24.99,19.99,5702017154114,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,14.5900,13.7600,"01/06/2022","31/12/2023"
"41713-1","Friends","",2022,"Olivia's Space Academy",4,757,59.99,69.99,89.99,69.99,5702017154121,,54,28.2,7.9,,"",0,0,0,,0,0,,,,,,,,,48.5800,,"01/05/2022","31/12/2023"
"41714-1","Friends","",2022,"Andrea's Theatre School",4,1154,89.99,99.99,129.99,99.99,5702017154138,,58.2,37.8,8.7,,"",0,0,0,,0,0,,,,,,,,,81.4500,,"01/06/2022","31/12/2023"
"41715-1","Friends","",2022,"Ice Cream Truck",2,84,17.99,19.99,24.99,19.99,5702017154145,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,14.2200,,"01/06/2022","31/12/2023"
"41716-1","Friends","",2022,"Stephanie's Sailing Adventure",3,304,39.99,39.99,49.99,44.99,5702017154152,,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,27.7800,,"01/06/2022","31/12/2023"
"41717-1","Friends","",2022,"Mia's Wildlife Rescue",3,430,44.99,49.99,64.99,49.99,5702017154923,,48,28.2,6.1,,"",0,0,0,,0,0,,,,,,,,,39.0000,,"01/06/2022","31/12/2023"
"41718-1","Friends","",2022,"Pet Day-Care Center",4,593,59.99,69.99,89.99,64.99,5702017154930,,48,28.2,7.4,,"",0,0,0,,0,0,,,,,,,,,45.6500,,"01/03/2022","31/12/2023"
"41719-1","Friends","",2022,"Mobile Fashion Boutique",2,94,8.99,9.99,13.99,9.99,5702017154947,,14.1,12.2,6.1,,"",0,0,0,,0,0,,,,,,,,,7.6800,,"01/06/2022","31/12/2023"
"41720-1","Friends","",2022,"Water Park",3,373,54.99,49.99,64.99,59.99,5702017154954,,48,28.2,6.1,,"",0,0,0,,0,0,,,,,,,,,46.0100,,"01/06/2022","31/12/2023"
"41721-1","Friends","",2022,"Organic Farm ",4,826,89.99,89.99,119.99,99.99,5702017154961,,48,37.8,7.1,,"",0,0,0,,0,0,,,,,,,,,,,"01/06/2022","31/12/2023"
"41722-1","Friends","",2022,"Horse Show Trailer",3,989,89.99,99.99,129.99,99.99,5702017188331,,48,37.8,7.1,,"",0,0,0,,0,0,,,,,,,,,,,"01/06/2022","31/12/2023"
"41942-1","Dots","Bracelets",2022,"Into the Deep Bracelets with Charms",,36,5.99,5.99,7.99,6.99,5702017156101,,,,,,"",0,0,0,,0,0,,,,,,,,,6.1800,,"",""
"41943-1","Dots","Bracelets",2022,"Gamer Bracelet with Charms",,37,5.99,5.99,7.99,6.99,5702017156118,,,,,,"",0,0,0,,0,0,,,,,,,,,5.6900,,"",""
"41944-1","Dots","Bag Tag",2022,"Candy Kitty Bracelet & Bag Tag",,188,12.99,14.99,16.99,14.99,5702017156125,,10,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,11.4900,,"01/01/2022","31/12/2022"
"41945-1","Dots","Bag Tag",2022,"Neon Tiger Bracelet & Bag Tag",,188,12.99,14.99,16.99,14.99,5702017156132,,10,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2022","31/12/2022"
"41946-1","Dots","Extra Dots",2022,"Extra Dots - Series 6",,118,3.49,3.99,4.99,3.99,5702017156149,,,,,,"",0,0,0,,0,0,,,,,,,,,3.5700,,"",""
"41947-1","Dots","",2022,"Mickey and Friends Bracelets Mega Pack",,349,24.99,34.99,44.99,29.99,5702017155708,,23,22.5,5,,"",0,0,0,,0,0,,,,,,,,,,,"01/08/2022","31/12/2023"
"41948-1","Dots","Accessories",2022,"Cute Banana Pen Holder",,438,17.99,19.99,24.99,19.99,5702017155715,,28,22.5,5,,"",0,0,0,,0,0,,,,,,,,,15.8800,,"01/01/2022","31/12/2023"
"41949-1","Dots","Bag Tag",2022,"Bag Tags Mega Pack – Messaging",,228,24.99,29.99,39.99,29.99,5702017155722,,23,22.5,5,,"",0,0,0,,0,0,,,,,,,,,22.1300,,"01/03/2022","31/12/2022"
"41950-1","Dots","Miscellaneous",2022,"Lots of DOTS - Lettering",,722,17.99,19.99,24.99,19.99,5702017156187,,26.2,14.1,4.8,,"",0,0,0,,0,0,,,,,,,,,18.2400,,"01/03/2022","31/12/2023"
"41951-1","Dots","",2022,"Message Board",,531,17.99,19.99,24.99,19.99,5702017155913,,28,22.5,5,,"",0,0,0,,0,0,,,,,,,,,15.5100,,"01/03/2022","31/12/2023"
"41952-1","Dots","",2022,"Big Message Board",,943,34.99,39.99,49.99,39.99,5702017156194,,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,28.9100,,"01/03/2022","31/12/2022"
"41953-1","Dots","Bracelets",2022,"Rainbow Bracelet with Charms",,37,5.99,5.99,7.99,6.99,5702017156200,,,,,,"",0,0,0,,0,0,,,,,,,,,5.5400,,"",""
"41954-1","Dots","",2022,"Adhesive Patch",,95,5.99,5.99,7.99,6.99,5702017156231,,9.2,12.8,2.8,,"",0,0,0,,0,0,,,,,,,,,5.1100,,"01/06/2022","31/12/2022"
"41955-1","Dots","",2022,"Stitch-on Patch",,95,5.99,5.99,7.99,6.99,5702017156248,,9.2,12.8,2.8,,"",0,0,0,,0,0,,,,,,,,,4.9900,,"01/06/2022","31/12/2022"
"41956-1","Dots","",2022,"Picture Frames & Bracelet Ice Cream",,474,24.99,29.99,39.99,29.99,5702017155937,,28,22.5,5,,"",0,0,0,,0,0,,,,,,,,,21.4800,,"01/06/2022","31/12/2022"
"41957-1","Dots","",2022,"Adhesive Patches Mega Pack",,486,24.99,34.99,44.99,29.99,5702017155364,,23,22.5,5,,"",0,0,0,,0,0,,,,,,,,,22.0300,,"01/06/2022","31/12/2023"
"41958-1","Dots","Extra Dots",2022,"Extra Dots Series 7 - Sport",,115,3.49,3.99,4.99,3.99,5702017156279,,,,,,"",0,0,0,,0,0,,,,,,,,,3.5400,,"",""
"41959-1","Dots","Accessories",2022,"Cute Panda Tray",,517,17.99,19.99,24.99,19.99,5702017155975,,28,22.5,5,,"",0,0,0,,0,0,,,,,,,,,15.4800,,"01/06/2022","31/12/2023"
"41960-1","Dots","Accessories",2022,"Big Box",,479,19.99,34.99,44.99,24.99,5702017155982,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,18.7200,,"01/06/2022","31/12/2023"
"41961-1","Dots","Miscellaneous",2022,"Designer Toolkit - Patterns",,1096,59.99,64.99,84.99,64.99,5702017156309,,48,28.2,6.1,,"",0,0,0,,0,0,,,,,,,,,,,"01/06/2022","31/12/2023"
"41962-1","Dots","",2022,"Unicorn Creative Family Pack",,707,44.99,39.99,49.99,49.99,5702017188355,,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,38.9700,,"01/06/2022","31/12/2023"
"41963-1","Dots","",2022,"Mickey Mouse & Minnie Mouse Stitch-on Patch",,95,5.99,5.99,7.99,6.99,5702017156330,,9.2,12.8,2.8,,"",0,0,0,,0,0,,,,,,,,,,,"01/08/2022","31/12/2023"
"41964-1","Dots","",2022,"Mickey Mouse & Minnie Mouse Back-to-School Project Box",,669,39.99,44.99,59.99,39.99,5702017156361,,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/08/2022","31/12/2023"
"42127-1","Technic","Licensed",2022,"The Batman -  Batmobile",,1360,89.99,99.99,129.99,99.99,5702016912630,,,,,,"",0,0,0,,0,0,,,,,,,,,80.4100,64.2700,"",""
"42130-1","Technic","",2022,"BMW M 1000 RR",,1920,214.99,249.99,309.99,249.99,5702016912920,,58.2,37.8,10.3,,"",0,0,0,,0,0,,,,,,,,,164.0000,159.5900,"01/01/2022","31/12/2024"
"42132-1","Technic","",2022,"Chopper",,163,8.99,12.99,16.99,9.99,5702017117096,,15.7,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,8.3900,,"01/01/2022","31/12/2023"
"42133-1","Technic","",2022,"Telehandler",,143,8.99,12.99,16.99,9.99,5702017116914,,15.7,14.1,7.1,,"",0,0,0,,0,0,,,,,,,,,8.8200,,"01/03/2022","31/12/2023"
"42134-1","Technic","",2022,"Monster Jam Megalodon",,260,17.99,19.99,24.99,19.99,5702017154916,,26.2,14.1,9.1,,"",0,0,0,,0,0,,,,,,,,,16.4300,,"01/01/2022","31/12/2023"
"42135-1","Technic","",2022,"Monster Jam El Toro Loco",,247,17.99,19.99,24.99,19.99,5702017155999,,26.2,14.1,9.1,,"",0,0,0,,0,0,,,,,,,,,17.0500,,"01/01/2022","31/12/2023"
"42136-1","Technic","",2022,"John Deere 9620R 4WD Tractor",,390,24.99,34.99,44.99,29.99,5702017156576,,35.4,19.1,7,,"",0,0,0,,0,0,,,,,,,,,32.7000,,"01/03/2022","31/12/2023"
"42137-1","Technic","",2022,"Formula E Porsche 99x Electric",,422,44.99,49.99,64.99,49.99,5702017156156,,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,45.1600,,"01/01/2022","31/12/2023"
"42138-1","Technic","",2022,"Ford Mustang Shelby GT500",,544,44.99,49.99,64.99,49.99,5702017156385,,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,40.7000,,"01/01/2022","31/12/2023"
"42139-1","Technic","",2022,"All-Terrain Vehicle",,764,79.99,89.99,109.99,89.99,5702017117287,,38.2,26.2,9.4,,"",0,0,0,,0,0,,,,,,,,,63.1100,,"01/03/2022","31/12/2023"
"42140-1","Technic","",2022,"App-Controlled Transformation Vehicle",,772,129.99,149.99,199.99,149.99,5702017155784,,38.2,26.2,9.4,,"",0,0,0,,0,0,,,,,,,,,113.1800,92.8600,"01/03/2022","31/12/2024"
"42141-1","Technic","",2022,"McLaren Formula 1 Race Car",,1432,169.99,199.99,249.99,199.99,5702017160795,,58.2,37.8,8.7,,"",0,0,0,,0,0,,,,,,,,,184.2100,117.9100,"01/03/2022","31/12/2023"
"42143-1","Technic","",2022,"Ferrari Daytona SP3",,3778,389.99,449.99,559.99,449.99,5702017159041,,62,29,23,,"",0,0,0,,0,0,,,,,,,,,394.0100,320.0000,"01/06/2022","31/12/2025"
"42144-1","Technic","",2022,"Material Handler",,835,104.99,149.99,199.99,119.99,5702017160818,,35.4,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,95.4900,,"01/08/2022","31/12/2023"
"42145-1","Technic","",2022,"Airbus H175 Rescue Helicopter",,2001,179.99,209.99,269.99,209.99,5702017160641,,58.2,37.8,10.3,,"",0,0,0,,0,0,,,,,,,,,181.3900,,"01/08/2022","31/12/2023"
"43198-1","Disney","Frozen II",2022,"Anna's Castle Courtyard",1,74,8.99,9.99,13.99,9.99,5702017154282,,14.1,12.2,4.6,,"",0,0,0,,0,0,,,,,,,,,6.4900,,"01/01/2022","31/12/2023"
"43199-1","Disney","Frozen II",2022,"Elsa's Castle Courtyard",2,53,8.99,9.99,13.99,9.99,5702017154299,,14.1,12.2,4.6,,"",0,0,0,,0,0,,,,,,,,,8.5900,,"01/01/2022","31/12/2023"
"43203-1","Disney","Disney Princess",2022,"Aurora, Merida and Tiana's Enchanted Creations",3,558,59.99,69.99,89.99,64.99,5702017154305,,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2022","31/12/2023"
"43204-1","Disney","",2022,"Anna and Olaf's Castle Fun",2,108,29.99,29.99,39.99,34.99,5702017154312,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,28.3500,,"01/06/2022","31/12/2023"
"43205-1","Disney","",2022,"Ultimate Adventure Castle",5,698,89.99,99.99,129.99,99.99,5702017154329,,48,37.8,7.1,,"",0,0,0,,0,0,,,,,,,,,78.5100,,"01/07/2022","31/12/2023"
"43206-1","Disney","",2022,"Cinderella and Prince Charming's Castle",3,365,74.99,89.99,119.99,84.99,5702017154336,,37.8,35.4,7.1,,"",0,0,0,,0,0,,,,,,,,,,,"01/06/2022","31/12/2024"
"43207-1","Disney","The Little Mermaid",2022,"Ariel's Underwater Palace",3,498,89.99,99.99,129.99,99.99,5702017154343,,37.8,35.4,7.1,,"",0,0,0,,0,0,,,,,,,,,71.9700,,"01/03/2022","31/12/2024"
"43208-1","Disney","Disney Princess",2022,"Jasmine and Mulan's Adventure",2,176,39.99,44.99,59.99,44.99,5702017154350,,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,31.1700,,"01/01/2022","31/12/2023"
"43209-1","Disney","Frozen II",2022,"Elsa and the Nokk's Ice Stable",1,53,12.99,14.99,19.99,14.99,5702017154367,,19.1,14.1,4.6,,"",0,0,0,,0,0,,,,,,,,,,,"01/03/2022","31/12/2023"
"45820-1","Education","FIRST LEGO League Challenge",2022,"SUPERPOWERED Challenge Kit",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"45821-1","Education","FIRST LEGO League Explore",2022,"SUPERPOWERED Explore Set",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"45822-1","Education","FIRST LEGO League Discover",2022,"SUPERPOWERED Discover Set",,80,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
